data\ca\181722\12159917\862901368.html,Martin&#39;s Inn,"""Upon entering room, it looked clean and comfortable. I reserved a room...Room 10. \nThe following is an honest account of my stay. I shared a bed with a family called The Bed Bug Family. Oh Yes, I have multiple bed bug bites all over my body. I have done  a\nfair share of travelling, I have never experienced bed bugs. I didn't pay for bed bugs to sleep with me. A guest has a right to be safe and comfortable. Under these circumstances, the owner should be held accountable. Avoid This Place!!!!\nBy the way, the heavy plastic covering does not deter the blood sucking bugs.",1,negative,"October 2, 2022",2200 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\12159917\923592961.html,Martin&#39;s Inn,"""When we walk in the room it smelled very bad cleaner smell, the door was not safe no dead bolts on it, windows did not lock, tiles in bathroom were ready to fall off the wall in bath tub area, I will never go hear again\n",2,negative,2 weeks ago,2200 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\17568384\707448643.html,Regency Inn &amp; Suites,"""Needed a room for a short stopover for the night. Regular room pretty basic for $109. Took the upgrade to a suite for an extra $10. Totally worth it! Super comfy bed corner Jacuzzi tub, fireplace, sitting area out front with lounge chairs. Was one of the cheaper hotels on the strip,  but for a one night quick stop,  great value! ",3,negative,"September 7, 2019",1620 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\17568384\775239309.html,Regency Inn &amp; Suites,"""Do not stay at this motel, there are a lot of other motels in the area that are 10 times better, even the exterior was unwanting , our room had bugs and felt dirty , chunks of the porcelain on the tub was broken , just a junky motel that has been left to fall apart, the only positive thing about this place was the woman at the desk was pleasant, I\u2019m warning everyone to stay away . You have been warned. ",1,negative,"October 22, 2020",1620 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\17568384\796535068.html,Regency Inn &amp; Suites,"""This hotel is beautiful and I would stay again, the room was clean and felt \u201Cfancier\u201D than other hotels I have visited. The smell of cinnamon is very prominent when you walk in. The beds were very comfortable and were placed so you can perfectly see the tv from each bed. Our room (room 16) included a electronic fire place, large flatscreen TV, a jacuzzi, a mini fridge, a microwave, 2 queen beds, and a waterfall shower.  I loved the modern touch to this room with the black marble and grey colour palette. The lady at the front desk was very kind and so we\u2019re our neighbours in the next room.  I recommend this hotel and I would stay again.",4,positive,"July 10, 2021",1620 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\17568384\808402393.html,Regency Inn &amp; Suites,"""We were not expecting much when we drove into the parking lot, but all the other hotels in the area were full.  We were pleasantly surprised when we walked into room number 7!  Big king-sized bed with a corner jacuzzi.  The bed was sooo comfortable, that was the best night sleep that I have had in a while!  I wish I knew the make and model of that mattress!  Reasonable price too!  Will definitely go back.",4,positive,"September 5, 2021",1620 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\17568384\912090574.html,Regency Inn &amp; Suites,"""Lovely clean room. Bed was comfy \nThe motel is very basic on the outside but beautiful rooms inside.\nI would recommend staying here. First time in Cornwall and I am so impressed. Lady at the front desk was pleasant and helpful",4,positive,"August 22, 2023",1620 Vincent Massey Dr,"('Cornwall',)",Ontario,K6H 5R6
data\ca\181722\1811820\121539663.html,Elect Inn 5,"""It's now called Elect Inns and it's a total DUMP!  The desk receptionist can barely understand English and when you have to repeat yourself for the 3rd time she gets an attitude and acts like your the stupid one.  As for the room, FILTHY!  Yellow and brown stained walls and ceiling.  No cover on the light, just an exposed bulb.  Cigarette burn holes through out the curtains and the 30yr old comforter.  The phone provided is straight from the early 80's.  The carpet is also full of stains and dirt, probably over 20yrs old as well.  Dollar store art decorates the room but i found out it's really there to cover the holes in the walls and doors.  The air conditioner sounds like a diesel truck.  The mini fridge is strategically placed 2 inches from the head of the bed so you'll get the pleasant hum from it all night long.  Looking for privacy?  Think again.  The walls are paper thin and some of your neighbors in the motel aren't the most respectful people.   The restaurant is now an extended apartment for the new owners and the rest of their family and it's open for everyone to see from the reception area which smells of curry and body odor. Bottom line what little service we got was rude and ignorant. The room was DISCUSTING!  After 3hrs we left and didn't even try and ask for a refund because i wasn't in the mood to try and talk to this fool behind the desk.",1,negative,"December 9, 2011",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\122393159.html,Elect Inn 5,"""We stayed at Elect Inn for one night on our way to our final holiday destination.  My husband and I asked to view the room first before making our decision to stay there.  Previously we had looked at a few other hotels\u002Fmotels in the area which priced higher or similar but we decided that the price and value of this met our expectation for 2 Queen beds, for my father, my baby, my husband and I.  We all enjoyed a comfortable night there.  The room was sufficient for our needs.  There was no shampoo but they did have bars of soap in the room.  We did not pay for the price of Ritz and we expected it to be clean and comfortable and it was.  Beds were comfortable for us.  Wi-fi worked ok.  Our room was perhaps 3 doors down from the reception.  It was quiet and clean.",3,negative,"January 2, 2012",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\130572074.html,Elect Inn 5,"""A great place to stay for a night.\n\nPros:\n-clean\n-comfortable bed \n-large tv\n-free wifi\n\nCons:\n-AC unit very loud (but quick to cool the room)\n-could hear neighbours (they had a good night) and people out in the car park",4,positive,"May 25, 2012",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\258301397.html,Elect Inn 5,"""The motel is in a convenient location, close to a selection of restaurants and not far from the 401. However it is very dated. When we were there it was very quiet, however despite this, we could still hear people walking around outside in the early morning. There are toiletries and towels provided as well as a small fridge. The room was quite dark and dusty, but the bed linens seemed to be clean.",3,negative,"March 7, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\259858669.html,Elect Inn 5,"""Had a great visit in Cornwall.  Had to stay an extra day for family reasons and they were very gracious and accommodating. Close to all amenities and shopping as well which is great.  Would highly recommend to other travellers!",5,positive,"March 16, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\260221986.html,Elect Inn 5,"""Spent a night here with my family on my way back from Moncton. Rooms are nice and clean and wi-fi is good. They also had soap, shampoo and stuff like that in the bathroom. No coffee machines though :(",5,positive,"March 17, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\260355898.html,Elect Inn 5,"""I stopped in here while on a road trip from North Carolina and had a very pleasant stay! The rooms are cozy and clean and the beds are very comfortable. The owner's are kind and very knowledgeable about things to do and places to eat in Cornwall, as well as the surrounding area. I needed directions to a few places in both Ottawa and Montreal and they were very helpful. I would definitely recommend staying here if you are a traveler on a budget looking for a deal and some good rest!",4,positive,"March 18, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\265047064.html,Elect Inn 5,"""Stayed here on the way through to Montreal. We required late check in as we were arriving well past the front desk closing time. The owner was accommodating and friendly. The room was clean, had shampoo and soap, and the bed was actually incredibly comfortable. For $60, it was great value; we'd stay again. The only thing that could have made it better would have been a small coffeemaker.",4,positive,"April 11, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\277818340.html,Elect Inn 5,"""Plenty of food places in walking distance, room dark and old. Beds to soft. Bath tub slippery and dangerous room cost $79 cdn should have been $50 not worth much more. Swimming pool empty of water .. Noisy fan in toilet motel needs modernising wifi is free but drops out every few minutes ",2,negative,"June 4, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\281329013.html,Elect Inn 5,"""We were travelling home on Hwy 401 to Southern Ontario. It was 9:00 pm and we had been on the road all day. We were looking for a place to sleep with late check-in and an early departure in the morning. Elect Inn 5 provided that for $60.00 plus tax. The rooms were clean and comfortable with all the basics, TV, toiletries and a small fridge. The location is convenient to the 401 and the bridge to the USA. There are a number of fast food and sit down restaurants in the area.",4,positive,"June 19, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\284773466.html,Elect Inn 5,"""We were desperate for a hotel late in the evening after a long drive from New Hampshire.  We had pulled into one of the exits to Cornwall and saw no hotels until finally happening on this place.  Fortunately they were open (11:45PM) and had a room for us.  We had to ring the buzzer for them to come down to the office but the woman that showed up was pleasant and gave us a nice discount as it was late.\n\nThe room was very spacious and clean but had a bit of a \""cleaning solution odor\"" so we opened the windows and turned on the vent A\u002FC and it was fine.  The bathroom was spotless and had new fixtures.\n\nThe hotel did not have a breakfast included but was close to many food stores and restaruants.",3,negative,"July 1, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\293539803.html,Elect Inn 5,"""Hi we stayed here on July 9, 2015 The hotel itself is fine, it was clean and beds fine, BUT it only had a door handle lock, NO deadbolt or chain. They need to invest in this as it did not feel safe with just a door handle lock! :(",3,negative,"July 29, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\295813175.html,Elect Inn 5,"""Staff were very accommodating and friendly. \n\nRoom was a bit small, but it was nice and clean.\n\nHotel has a pool but it is not in use.\n\nWe enjoyed the hospitality and location was excellent for travelling around the city.",4,positive,"August 4, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\305897707.html,Elect Inn 5,""". Owner \u002F staff accommodating.\n. Clean working frig and microwave. \n. Clean amenities, linens, and rug.\n. Free WiFi & cable\n. Value for 2 beds \u002F 1 person only @ 57C$. \n\n. 2 beds \u002F 2 occupants @ 104C$ + taxes = 100% increase.\n. Pool on website chained, lock rusted shut, vegetation growing in bottom.  \n, Facility worn ... paint on paint, paint on windows & hardware. \n. Toilet takes time to complete flush. \n. Tenants walking in adjoining room bounced floor.\n. Mattresses old, no support. \n. Odor in Non-Smoking room. \n. No \""Green\"" space",2,negative,"September 1, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\306255845.html,Elect Inn 5,"""We just stayed at this motel on the weekend and believe me when I say it's not worth the savings.  We had rode 1154 km that day on a motorcycle and just wanted a clean room, good bed and a shower.  When you punch in their address into a GPS it takes you to the back with no entrance. The folks were friendly  and nice. Room clean, bed ok. After getting settled we turn on the TV.  It didn't work management did not want to fix her husband was sleeping.  She did not want to give us another room and did not want to give any refund.  Final she gave us another room. We were so exhausted but had to move everything into a room 6 doors down.  That room again queen bed clean but out dated. TV worked. Just before 6 am the mirror just fell off the wall. Smashed all over, even on our bed where we were sleeping.  When we went to go get management there was a sign on the door that a $20 charge will be added to your room if you wake them up. WHAT!!!!!! We called the office from our room to let them know that the mirror smashed.  They did not offer to fix anything.  We will never stay again. AWFUL. ",2,negative,"September 2, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\307967797.html,Elect Inn 5,"""First of all let me say that there is little if anything to do in the town of Cornwall and if you are spending a night here you are probably passing through going on to more exciting places. This was our situation as we spent a night in town on the way to Quebec City. \nThe Elect Inn is an old style motel probably built in the 1950's. \nWe arrived late at about 11pm and had to ring the office door bell for service. The lady who greeted us was helpful and friendly. \nThe property seems fairly well kept and the pool which was drained appeared to be under repair. \nThe rooms were small and furniture dated, but exceptionally clean. The bathroom was spotless and the shower was well maintained. The mattress was very comfortable and there was a flat screen TV. \nThe location is on the main drag and close to some stores and restaurants. But be warned, finding breakfast before 8am in Cornwall is pretty much the impossible dream. \nThe hotel maintains free internet and laundry facilities as I suspect it houses some long term residents. \nIf you need to bunk down for the night I would recommend this motel without hesitation. And best of all the price is right!\n",4,positive,"September 7, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\312133477.html,Elect Inn 5,"""I ended up here because the rest of Cornwall was booked.  The place could be thriving if they would clean it up, paint it and put some decent furniture and a comfortable bed in the place.  It's in a great location with a couple of restaurants across the street.  The WiFi worked intermittently.  The phones are right out of the 70's.  I'm guessing they got all this from a Thrift Store nearby.  It's right on the main drag.  But I would characterize it as close to a \""dump\"".  My associate and I were travelling on business and neither of us have huge expectations, but I really wouldn't go back here.",2,negative,"September 20, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\318381904.html,Elect Inn 5,"""Stayed here for one night on labour day weekend with my son, who is a university student in Ottawa. It was stifling hot and the air conditioning in the room was only so-so. Motel is very average and the mattress on the bed was a little soft for my liking. Good location on the main strip outside Cornwall.",3,negative,"October 13, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\319690135.html,Elect Inn 5,"""We stopped at Cornwall on our way south. The hotel was conveniently located in the center of town. We stayed one night and had no complaints. The staff was friendly and accommodating. I requested for a kettle and they provided me one in the room without any fuss.",3,negative,"October 17, 2015",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\367571765.html,Elect Inn 5,"""Friendly front desk staff, very quick upon registration, clean decent size rooms, plenty of towels in room, lots of parking, great location near drug store, shopping, and restaurants, free wifi, and  in ground pool for summer weather conditions  ",4,positive,"April 25, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\387607539.html,Elect Inn 5,"""This is nice and clean motel with enough space in rooms, fridge, tv and AC. Located in the centre of town with plenty of shops and some restaurants nearby. Free parking place and fast wifi. Value for money.",5,positive,"June 29, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\396559284.html,Elect Inn 5,"""This motel is very inexpensive and to get that price you have to give something up.  The bedding was clean and room was mostly clean.  Very old carpet and furnishings, hard to get all the dirt out.  I was a woman travelling alone and bathroom windows don't lock.  I would not have stayed if I didn't have dogs travelling with me. ",3,negative,"July 25, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\403689800.html,Elect Inn 5,"""Just a couple of kilometers from the 401; great location.  The in-ground pool has been converted to a giant planter. Ample parking and room was a decent size.  Beds were a bit soft for my taste; but that's a personal preference.  Room was clean and had plentiful towels.  Many coats of white paint so it looked very fresh.  Was surprised to find such a large fridge, the microwave was a bonus.  We had a room with 2 beds, and there was a second sink outside the bathroom.  The bathroom was a bit cramped with a mini tub and the door was crooked on its hinges and wouldn't shut (Room 104) but that was NBD for us. Knew from other reviewers that the shower would run scalding every time somebody else flushed, so set the water temp cooler than normal. Free wifi wouldn't connect for us, even with the password. Loved the vintage beer opener on the doorframe (it worked!).  However, when we first arrived the non-smoking room smelled like stale cigarettes & there were burns in the carpet.  Would assume disrespectful prior guests.  Only other criticism would be being awakened by housekeeping vigorously vacuuming and banging the baseboards in the adjacent room at 9:30 am on Sunday. Don't expect to sleep in.",3,negative,"August 10, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\403733680.html,Elect Inn 5,"""Good location, clean room with free tv and a\u002Fc and plenty of parking. Very reasonably priced with friendly staff and fast check in service.  I would stay at this hotel again and would not hesitate to recommend it.",4,positive,"August 10, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\406820601.html,Elect Inn 5,"""I stayed here twice, I would stay there again, no frills, good price. The staff is friendly and helpful. Lot's of restaurants close by. On site room for washing clothes. Lots of free parking. Each room has an air conditioner.",3,negative,"August 17, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\408487464.html,Elect Inn 5,"""1- Staff: rude; asked about why you are charging here and she said are \""you here to pick up a fight\"".\n2- internet is weak; AC is very old likely to get cold.\nUnbelievable rudeness pay a little bit more and get a better hotel, you deserve a better rest.",1,negative,"August 21, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\442914530.html,Elect Inn 5,"""Good value for money. On direct route to bridge to USA. Family owned.\nGood bed and shower.\nRug needed a deep clean, not able to adjust heat. No soap in bathroom.\nOwner advised the next morning how to adjust heat and to ask for soap.",3,negative,"December 8, 2016",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\460416917.html,Elect Inn 5,"""I was brought to Elect Inn 5 as their competitor across the street wouldn't even let me keep my suitcase at their hotel where I had a pre-paid \""non-refundable\"" reservation.  Elect Inn 5 helped me out in that regard by letting me store my suitcase at Elect Inn 5 (I paid them).  When returning to pick-up my suitcase and return to competitor at end of day, the competitor refused to honor reservation I had.  So I was very glad that Elect Inn 5 was there.  Thank you Elect Inn 5 owners.  :)\n\nWell-situated, quaint, basic 1960's-era one story motor lodge style motel\u002F inn.  Just 20min walk from Benson Centre and downtown Cornwall.  Everything clean, water, tv, fridge\u002F freezer, microwave heat, locking door, all functioning.  For people who just need a solid, no-frills, more budget-type lodging - Elect Inn 5 is a fine choice.\n\nIf staying in Cornwall again, would definitely stay here again.",5,positive,"February 16, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\478207339.html,Elect Inn 5,"""Well, this is your standard old (from the 70) roadside motel... 85 for a double room was over price for had dated the place is... the rooms are very dark and need more lights... beds were ok...bathroom very small\n\n \n",2,negative,"April 23, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\487251501.html,Elect Inn 5,"""Very basic motel. Place is old but been repainted. Clean, good for just stopover budget stay. \nNoisy AC. No blankets just the bed sheet. expect you to use the Bed cover I guess.   Get a room near the back for less noise.",3,negative,"May 24, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\488589835.html,Elect Inn 5,"""Excellent location in Canada near US.Room neat and clean don't expect too much.Eating joints nearby.Tims , shoppers, KFC,etc all nearby.Large parking lot for trucks too. little pricey but have less choice in Cornwall.",4,positive,"May 28, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\489791555.html,Elect Inn 5,"""For $75 a night I expected a bit more but was disappointed with what I got.  There was no clock, hairdryer, ice bucket or any other necessities you would expect.  The bed was new (mattress was still in plastic) but the sheets still had dried what looked like blood that didn't come out, on them.  The bed slid around on the pedestal because of the plastic covering every time you moved.  The walls are paper thin and you can hear people talking in the next room quite clearly.  The toilet seat was the cheapest of plastic and it pinched when you sat on it.  Everything in the room and in the place was old.  This facility surely needs some updating and should not be in the price range it was in.  This room is worth about $49.00!  There is a disclaimer on the receipt that says the motel is \""not responsible for loss of money, jewelry or valuables of any kind\"".....that should tell you all.",3,negative,"June 2, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\492209673.html,Elect Inn 5,"""We were j7st passing through from a 16 hour drive from.east.coast on route to work in the West. The room was clean the weather was very warm compared to what we had.experienced out east. There was a.functional air conditioner. There was a med sized fridge and.small microwave. Which we.didnt need but good to have for someone who.would needed it. I don't recall a.coffee.pot but to the north and the South a very short jaunt to the Tim Hortons....walking distance...shoeless Joes across the street. Close to what ya need. The bathroom was updated. I can't complain. Oh there was only.one.set.of towels. Make sure you take em into the bathroom when ya go in to shower as they and the soap were outside of the.bathroom. we just shred.the set as it was just for a stop to sleep and shower and mosey on. Nothing fancy and walked on the carpet with me bare feet and wasn't grossed out. There were only 2 flat pillows but I'm sure if ya wanted more you.could request. Maybe there were.more in the drawers but.all we did after we.arrived was crawl into bed slept woke showered and on the road. \nBiggest thing it was a.clean place. ",3,negative,"June 11, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\502046351.html,Elect Inn 5,"""Big and bright room. We had a Queensize bed, TV, fridge, microwave. We used the laundry room. 2 loonies for the washer and 2 Form the dryer, that's okay. The staff is very friendly and politeful. \nIn the near of the Motel is a food market and very good restaurants (the sports bar opposite). \nThe price was fantastic! \nOne of the best Motels at our roadtrip in Canada!",5,positive,"July 14, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\515017066.html,Elect Inn 5,"""Good place to spend one night!  It's an old\u002Ftired motel, but it was clean and the bed was comfy.  The shower was hot with very good (strong) water pressure.  There was free WIFI that worked just fine.  We have no complaints about this place.  It could use some updating, but it's perfectly fine for the price you pay.  A good deal for the Cornwall area for sure.  Lots of stores\u002Frestaurants within walking distance. We would stay again and recommend this motel for those not wanting to spend a fortune.",4,positive,"August 18, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\515462608.html,Elect Inn 5,"""This place is shown as Pet Friendly on a number of websites. We booked it for 2 beds and indicated we had a large dog. On arrival we found a no pets sign on the office door. After some discussion the owner let us have a room with a single bed with an extra $50 charge for our dog. Our advice - don't get suckered, avoid this place! ",1,negative,"August 20, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\516986081.html,Elect Inn 5,"""All internet listings show this hotel as pet friendly.  I booked the hotel last week, and just double-checked before I got there.  The guy answering the phone was monosyllabic in his answers.  He just said \""no cancel it\"".  \""We hate pets\""",1,negative,"August 24, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\524420645.html,Elect Inn 5,"""A nice basic room, just right for a weary traveler with many miles to go. The room was clean and quiet. The bed was really comfortable. We were allowed to pay cash, without a hassle or credit card deposit (this is becoming rare). I got the impression the staff at the front desk was the owner, and that she runs a tight ship. I would stay again.",4,positive,"September 14, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\527394532.html,Elect Inn 5,"""This is a classic motor court lay out, which means you can park in front of your room and unload with ease. Yes, it's old, but the rooms are clean and have all the features you would expect: fridge, microwave, wireless internet (worked well), flat screen TV with cable. Water pressure was great. Need ice? Ask at the front desk. Priced well, especially compared with name-brand outfits nearby. Plenty of restaurants to choose from, although some require crossing a busy road (hint: go to the traffic lights to cross).",4,positive,"September 25, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\537753362.html,Elect Inn 5,"""There are some upgrades in rooms looks like new bedspreads and curtains ,tiles in bath. It is older motel but very clean even behind door in bath very clean :) water piping hot unlike most motels that was a bonus - no coffee or kettle in rooms would be a nice touch all in all worth it for a nights stay ",4,positive,"November 1, 2017",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\551308843.html,Elect Inn 5,"""Stayed at this location on New Years eve 2017.We had went to the Mohawk bingo in the u.s.. Everything was fine until the next door people came back from a party around midnight. Music was loud, so I figure everything was going to end soon it's NY eve. Finally the music stopped around 3 am... But then the music restarted at 5 am.., tried to call front desk twice  between 5 & 5:15, there was no answer.  When I went to bring the keys, I've told the gentleman at the front desk of what happened. He told me,it's none of the motel concern and  should of call next door and ask them to put the music down or call the cops. So what I'm saying is, if there's a party next door don't bother to call with your problem. P.S there's no coffee maker in the room.                                                             J.P. from Ottawa,on",4,positive,"January 3, 2018",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\581274626.html,Elect Inn 5,"""Hotel is Nice and clean, with close proximity to St Lawrence College and bus stand. Good place for new students to choose to cover first few days. If they don't get college accommodation like me.\nRoom are clean, breakfast can be a great addition.",5,positive,"May 19, 2018",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
data\ca\181722\1811820\590909426.html,Elect Inn 5,"""This hotel is older and the outside paint is faded. The rooms aren't fancy but worth the price. Keot clean . Provides a good night rest with no frills. Only disappointment was no coffee pot in room. There is a small fridge and microwave.",4,positive,"June 26, 2018",1123 Brookdale Ave,"('Cornwall',)",Ontario,K6J 4P6
